COL4A1 NG_011544
COL4A2 NG_032137
COL4A3 NG_011591
COL4A3BP NG_029492
COL4A4 NG_011592
COL4A5 NG_011977
COL4A6 NG_012059
COL5A1 NG_008030
COL5A2 NG_011799
COL5A3 NG_046943
COL6A1 NG_008674
COL6A2 NG_008675
COL6A3 NG_008676
COL6A5 NG_021424
COL7A1 NG_007065
COL8A2 NG_016245
COL9A1 NG_011654
COL9A2 NG_008031
COL9A3 NG_016353
COLCA1 NG_027686
COLEC11 NG_031954
COLEC12 NG_030342
COLQ NG_009032
COMP NG_007070
COMT NG_011526
COPA NG_050927
COPS6 NG_046973
COPS7A NG_034023
COQ2 NG_015825
COQ4 NG_042101
COQ6 NG_032805
COQ7 NG_046596
COQ8A NG_012825
COQ8B NG_027800
COQ9 NG_027696
CORIN NG_032679
CORO1A NG_023415
CORO7 NG_052966
COX10 NG_008034
COX14 NG_032155
COX15 NG_008986
COX20 NG_042825
COX4I1 NG_042280
COX4I2 NG_012180
COX6A1 NG_034299
COX6B1 NG_012193
COX7B NG_033027
COX8A NG_046750
CP NG_011800
CPA1 NG_042276
CPA4 NG_011788
CPA6 NG_027682
CPB2 NG_032893
CPN1 NG_012060
CPO NG_028078
CPOX NG_015994
CPS1 NG_008285
CPSF7 NG_051815
CPT1A NG_011801
CPT1B NG_012643
CPT1C NG_050570
CPT2 NG_008035
CPXCR1 NG_021312
CPXM2 NG_052814
CR1 NG_007481
CR2 NG_013006
CRADD NG_032159
CRB1 NG_008483
CRB2 NG_051311
CRB3 NG_029879
CRBN NG_016864
CREB1 NG_023299
CREB3 NG_046983
CREB3L1 NG_033264
CREBBP NG_009873
CRELD1 NG_017069
CREM NG_029065
CRH NG_016127
CRHR1 NG_009902
CRHR2 NG_029169
CRIPT NG_034144
CRK NG_029008
CRKL NG_016354
CRLF1 NG_013370
CRLF2 NG_034237
CRLF3 NG_032911
CRP NG_013007
CRTAC1 NG_029831
CRTAP NG_008122
CRTC3 NG_047180
CRX NG_008605
CRYAA NG_009823
CRYAB NG_009824
CRYBA1 NG_008037
CRYBA2 NG_029384
CRYBA4 NG_009825
CRYBB1 NG_009826
CRYBB2 NG_009827
CRYBB3 NG_009828
CRYGA NG_028157
CRYGB NG_028158
CRYGC NG_008038
CRYGD NG_008039
CRYGS NG_009829
CRYM NG_011610
CRYZ NG_029880
CSAD NG_030036
CSAG1 NG_013228
CSF1 NG_030008
CSF1R NG_012303
CSF2 NG_033024
CSF2RA NG_012280
CSF2RB NG_008040
CSF3R NG_016270
CSH1 NG_028354
CSNK1D NG_012828
CSNK1E NG_016707
CSNK1G1 NG_051236
CSNK2A1 NG_011970
CSPG5 NG_029493
CSPP1 NG_034100
CSRNP1 NG_047179
CSRP3 NG_011932
CST3 NG_012887
CSTA NG_027995
CSTB NG_011545
CSTF2 NG_015848
CT45A2 NG_021269
CT45A5 NG_016551
CT47A1 NG_027743
CT47A11 NG_027735
CT47A2 NG_027742
CT47A3 NG_027741
CT47A4 NG_027740
CT47A6 NG_027739
CT47A7 NG_027736
CT47A8 NG_027738
CT47A9 NG_027737
CTAG2 NG_021275
CTBP1 NG_052824
CTC1 NG_032148
CTCF NG_033892
CTDP1 NG_007988
CTDSP1 NG_030418
CTF1 NG_009171
CTGF NG_016131
CTH NG_008041
CTHRC1 NG_031985
CTLA4 NG_011502
CTNNA1 NG_047029
CTNNA3 NG_034072
CTNNB1 NG_013302
CTNNBIP1 NG_029165
CTNND1 NG_029078
CTNND2 NG_023544
CTNS NG_012489
CTPS1 NG_034208
CTPS2 NG_013229
CTR9 NG_051671
CTRB1 NG_051057
CTRC NG_009253
CTRL NG_051639
CTSA NG_008291
CTSB NG_009217
CTSC NG_007952
CTSD NG_008655
CTSE NG_029664
CTSF NG_032973
CTSH NG_009614
CTSK NG_011848
CTSZ NG_023300
CTTN NG_029881
CTTNBP2 NG_050685
CUBN NG_008967
CUL3 NG_032169
CUL4B NG_009388
CUL7 NG_016205
CUX1 NG_029476
CUX2 NG_023039
CWF19L1 NG_041811
CX3CR1 NG_016362
CXADR NG_029458
CXCL12 NG_016861
CXCL8 NG_029889
CXCR1 NG_011814
CXCR2 NG_052975
CXCR3 NG_029076
CXCR4 NG_011587
CXXC1P1 NG_028296
CXorf21 NG_016375
CXorf23 NG_021326
CXorf36 NG_027895
CXorf38 NG_016376
CXorf56 NG_016378
CXorf57 NG_021317
CXorf58 NG_016380
CXorf65 NG_021141
CXorf66 NG_021221
CYB5A NG_023211
CYB5R3 NG_012194
CYBA NG_007291
CYBB NG_009065
CYC1 NG_033872
CYCS NG_023438
CYLD NG_012061
CYP11A1 NG_007973
CYP11B1 NG_007954
CYP11B2 NG_008374
CYP17A1 NG_007955
CYP19A1 NG_007982
CYP1A1 NG_008431
CYP1A2 NG_008431
CYP1B1 NG_008386
CYP20A1 NG_007956
CYP21A2 NG_007941
CYP24A1 NG_008334
CYP26A1 NG_008067
CYP26B1 NG_007957
CYP26C1 NG_007958
CYP27A1 NG_007959
CYP27B1 NG_007076
CYP27C1 NG_007986
CYP2A13 NG_007928
CYP2A6 NG_008377
CYP2A7 NG_007960
CYP2B6 NG_007929
CYP2C18 NG_008373
CYP2C19 NG_008384
CYP2C8 NG_007972
CYP2C9 NG_008385
CYP2D6 NG_008376
CYP2E1 NG_008383
CYP2F1 NG_007930
CYP2J2 NG_007931
CYP2R1 NG_007936
CYP2S1 NG_007933
CYP2U1 NG_007961
CYP2W1 NG_007934
CYP39A1 NG_007962
CYP3A4 NG_008421
CYP3A43 NG_007935
CYP3A5 NG_007938
CYP3A7 NG_007983
CYP46A1 NG_007963
CYP4A11 NG_007932
CYP4A22 NG_007937
CYP4B1 NG_007939
CYP4F11 NG_008335
CYP4F12 NG_008336
CYP4F2 NG_007971
CYP4F22 NG_007987
CYP4F3 NG_007964
CYP4F8 NG_008068
CYP4V2 NG_007965
CYP4X1 NG_007966
CYP4Z1 NG_007967
CYP51A1 NG_007968
CYP7A1 NG_007969
CYP7B1 NG_008338
CYP8B1 NG_007970
CYSLTR1 NG_012809
CYSLTR2 NG_051649
CYTH3 NG_029882
D2HGDH NG_012012
DAAM1 NG_047127
DAB1 NG_046914
DAB2 NG_030312
DACH1 NG_011849
DACH2 NG_012817
DACT1 NG_032025
DAG1 NG_013230
DALRD3 NG_033126
DAO NG_023236
DAOA NG_012694
DAP NG_011546
DAPK1 NG_029883
DARS NG_034149
DARS2 NG_016138
DAZ1 NG_008286
DAZ2 NG_028267
DAZ3 NG_028145
DAZAP1 NG_029884
DAZL NG_023329
DBH NG_008645
DBT NG_011852
DCAF12L1 NG_012689
DCAF12L2 NG_021265
DCAF17 NG_013038
DCAF4 NG_047140
DCAF6 NG_053062
DCAF7 NG_033092
DCAF8 NG_034154
DCAF8L1 NG_021357
DCC NG_013341
DCDC2 NG_012829
DCHS1 NG_033858
DCK NG_023303
DCLRE1C NG_007276
DCN NG_011672
DCP2 NG_029929
DCST1 NG_027536
DCTN1 NG_008735
DCTN2 NG_047120
DCX NG_011750
DCXR NG_027681
DDB1 NG_032697
DDB2 NG_009365
DDC NG_008742
DDHD1 NG_042832
DDHD2 NG_033875
DDIT3 NG_027674
DDOST NG_032064
DDR1 NG_029066
DDR2 NG_016290
DDX10 NG_046987
DDX11 NG_023352
DDX17 NG_029642
DDX39A NG_029055
DDX3X NG_012830
DDX3Y NG_012831
DDX41 NG_046846
DDX50 NG_050683
DDX53 NG_021439
DDX58 NG_046918
DDX60L NG_051576
DEAF1 NG_034156
DEC1 NG_027530
DECR1 NG_008042
DEFB104A NG_033023
DEFB4A NG_023301
DEK NG_042290
DENND5A NG_053019
DEPDC5 NG_034067
DES NG_008043
DFFA NG_029098
DFNA5 NG_011593
DFNB59 NG_012186
DGAT1 NG_034192
DGAT2 NG_046775
DGAT2L6 NG_046940
DGCR14 NG_008320
DGCR2 NG_021333
DGCR6 NG_009052
DGCR6L NG_046957
DGCR8 NG_022931
DGKB NG_029494
DGKD NG_029495
DGKE NG_033888
DGKH NG_029191
DGKK NG_033143
DGKZ NG_047092
DGUOK NG_008044
DHCR24 NG_008839
DHCR7 NG_012655
DHDDS NG_029786
DHDH NG_046910
DHFR NG_023304
DHH NG_008973
DHODH NG_016271
DHRS4L2 NG_023545
DHTKD1 NG_033248
DHX29 NG_051592
DHX38 NG_034207
DHX9 NG_029930
DIABLO NG_029459
DIAPH1 NG_011594
DIAPH2 NG_008433
DIAPH3 NG_032693
DICER1 NG_016311
DIDO1 NG_029496
DIO1 NG_023306
DIP2A NG_015996
DIP2B NG_021196
DIRAS3 NG_011753
DIRC1 NG_027691
DIRC2 NG_023324
DIS3L NG_050688
DIS3L2 NG_032572
DISC1 NG_011681
DISP1 NG_009243
DIXDC1 NG_033127
DKC1 NG_009780
DLAT NG_013342
DLD NG_008045
DLEC1 NG_023237
DLG1 NG_029099
DLG2 NG_021375
DLG3 NG_015849
DLG4 NG_008391
DLG5 NG_011484
DLGAP2 NG_009409
DLK1 NG_016863
DLL1 NG_027940
DLL3 NG_008256
DLL4 NG_046974
DLST NG_030313
DLX1 NG_009218
DLX2 NG_009219
DLX3 NG_023063
DLX4 NG_030592
DLX5 NG_009220
DMBT1 NG_012644
DMBX1 NG_050727
DMC1 NG_017203
DMD NG_012232
DMGDH NG_012164
DMP1 NG_008988
DMPK NG_009784
DMRT1 NG_009221
DMRT2 NG_017051
DMTF1 NG_029536
DMXL2 NG_017155
DNA2 NG_034247
DNAAF1 NG_021174
DNAAF2 NG_013070
DNAAF3 NG_032759
DNAAF4 NG_021213
DNAAF5 NG_033137
DNAH1 NG_052911
DNAH11 NG_012886
DNAH3 NG_052617
DNAH5 NG_013081
DNAH6 NG_050957
DNAH8 NG_041805
DNAH9 NG_047047
DNAI1 NG_008127
DNAI2 NG_016865
DNAJA3 NG_029866
DNAJB11 NG_034024
DNAJB2 NG_029553
DNAJB5 NG_053054
DNAJB6 NG_032573
DNAJC13 NG_051045
DNAJC19 NG_022933
DNAJC21 NG_052822
DNAJC28 NG_051991
DNAJC3 NG_041830
DNAJC5 NG_029805
DNAJC5B NG_053039
DNAJC6 NG_033843
DNAL1 NG_028083
DNAL4 NG_041804
DNASE1 NG_009285
DNASE1L1 NG_012884
DNASE1L3 NG_032070
DNM1 NG_029726
DNM1L NG_012219
DNM2 NG_008792
DNMT1 NG_028016
DNMT3A NG_029465
DNMT3B NG_007290
DOC2B NG_021143
DOCK1 NG_033919
DOCK10 NG_034039
DOCK2 NG_051800
DOCK3 NG_028012
DOCK4 NG_028060
DOCK5 NG_051765
DOCK6 NG_031953
DOCK7 NG_033073
DOCK8 NG_017007
DOK1 NG_050617
DOK7 NG_013072
DOLK NG_017009
DOT1L NG_029793
DPAGT1 NG_008918
DPCD NG_051289
DPH1 NG_051946
DPH7 NG_051807
DPM1 NG_008923
DPM2 NG_032927
DPM3 NG_012871
DPP3 NG_032068
DPP6 NG_033878
DPPA4 NG_053021
DPY19L2 NG_031909
DPYD NG_008807
DPYS NG_008840
DPYSL2 NG_030020
DRC1 NG_042824
DRD1 NG_011802
DRD2 NG_008841
DRD3 NG_008842
DRD4 NG_021241
DRD5 NG_012024
DROSHA NG_051574
DRP2 NG_016403
DSC1 NG_029192
DSC2 NG_008208
DSC3 NG_016782
DSCAML1 NG_051656
DSCR3 NG_009410
DSE NG_033266
DSG1 NG_011803
DSG2 NG_007072
DSG4 NG_013040
DSP NG_008803
DSPP NG_011595
DST NG_029322
DSTYK NG_033904
DTHD1 NG_032962
DTNA NG_009201
DTNBP1 NG_009309
DUOX2 NG_009447
DUOXA1 NG_033105
DUOXA2 NG_016992
DUSP13 NG_033976
DUSP16 NG_021402
DUSP21 NG_013231
DUSP6 NG_033915
DUT NG_029497
DUX4 NG_034189
DVL1 NG_008048
DVL2 NG_033038
DVL3 NG_046860
DYM NG_009239
DYNC1H1 NG_008777
DYNC1LI1 NG_051046
DYNC2H1 NG_016423
DYNC2LI1 NG_053008
DYNLT3 NG_016797
DYRK1A NG_009366
DYRK1B NG_034145
DYSF NG_008694
E2F1 NG_046988
E2F3 NG_029591
EARS2 NG_027752
EBF2 NG_030344
EBF3 NG_030038
EBP NG_007452
ECE1 NG_013008
ECEL1 NG_034065
ECHS1 NG_042077
ECI1 NG_047046
ECM1 NG_012062
EDA NG_009809
EDA2R NG_013271
EDAR NG_008257
EDARADD NG_011566
EDF1 NG_029208
EDN1 NG_016196
EDN3 NG_008050
EDNRA NG_013343
EDNRB NG_011630
EED NG_029595
EEF1A2 NG_034083
EEF2 NG_042274
EFCAB2 NG_034030
EFCAB6 NG_030019
EFEMP1 NG_009098
EFEMP2 NG_012304
EFHC1 NG_016760
EFHC2 NG_021391
EFHD1 NG_051251
EFNA4 NG_029561
EFNB1 NG_008887
EFR3A NG_028112
EFTUD2 NG_032674
EGF NG_011441
EGFL6 NG_015963
EGFR NG_007726
EGLN1 NG_015865
EGR1 NG_021374
EGR2 NG_008936
EHBP1 NG_016758
EHF NG_029177
EHHADH NG_015999
EHMT1 NG_011776
EI24 NG_032933
EIF2AK2 NG_030351
EIF2AK3 NG_016424
EIF2AK4 NG_034053
EIF2B1 NG_015862
EIF2B2 NG_013333
EIF2B3 NG_015864
EIF2B4 NG_009305
EIF2B5 NG_015826
EIF2S3 NG_016387
EIF3G NG_051197
EIF4A3 NG_046916
EIF4E NG_047048
EIF4G1 NG_016850
EIF4G3 NG_047026
EIF4H NG_008869
EIF6 NG_023238
ELAC2 NG_015808
ELANE NG_009627
ELAVL2 NG_016425
ELF4 NG_016388
ELF5 NG_029477
ELK1 NG_009222
ELK4 NG_029563
ELMOD2 NG_027825
ELMOD3 NG_051291
ELN NG_009261
ELOA2 NG_050760
ELOVL4 NG_009108
ELOVL5 NG_034263
ELP2 NG_050745
ELP4 NG_034086
EMC1 NG_032948
EMD NG_008677
EME1 NG_029665
EMG1 NG_021408
EMILIN1 NG_046849
EML1 NG_052827
EMP2 NG_042058
EMX2 NG_013009
EN1 NG_007123
EN2 NG_007124
ENAH NG_051578
ENAM NG_013024
ENDOG NG_046991
ENG NG_009551
ENO1 NG_029470
ENO3 NG_012063
ENOX1 NG_052843
ENOX2 NG_012562
ENPP1 NG_008206
ENPP3 NG_033982
ENPP5 NG_033986
ENPP7 NG_051988
ENSA NG_029499
ENTPD1 NG_042803
ENTPD2 NG_029427
ENTPD3 NG_047041
ENTPD4 NG_030021
ENTPD7 NG_053079
EOGT NG_042829
EOMES NG_042182
EP300 NG_009817
EPAS1 NG_016000
EPB41 NG_013344
EPB41L1 NG_031853
EPB41L4A NG_052950
EPB42 NG_011505
EPCAM NG_012352
EPG5 NG_042838
EPHA2 NG_021396
EPHA3 NG_023239
EPHA7 NG_033944
EPHB2 NG_011804
EPHB4 NG_052671
EPHX1 NG_009776
EPHX2 NG_012064
EPM2A NG_012832
EPM2AIP1 NG_008418
EPO NG_021471
EPOR NG_021395
EPPK1 NG_033825
EPS8 NG_041808
EPS8L2 NG_051601
EPSTI1 NG_051573
EPX NG_013020
ERAP1 NG_027839
ERAP2 NG_051092
ERBB2 NG_007503
ERBB3 NG_011529
ERBB4 NG_011805
ERBIN NG_031822
ERCC1 NG_015839
ERCC2 NG_007067
ERCC3 NG_007454
ERCC4 NG_011442
ERCC5 NG_007146
ERCC6 NG_009442
ERCC6L2 NG_034107
ERCC8 NG_009289
ERF NG_042802
ERG NG_029732
ERLEC1 NG_029742
ERLIN1 NG_052910
ERLIN2 NG_032059
ERMAP NG_008749
ERMARD NG_033842
ESCO2 NG_008117
ESPN NG_015866
ESR1 NG_008493
ESR2 NG_011535
ESRRB NG_012278
ESRRG NG_029784
ESX1 NG_016393
ETFA NG_007077
ETFB NG_007115
ETFDH NG_007078
ETHE1 NG_008141
ETS1 NG_029555
ETV1 NG_029795
ETV6 NG_011443
ETV7 NG_029211
EVC NG_008843
EVC2 NG_015821
EVPL NG_051106
EVX2 NG_012893
EWSR1 NG_023240
EXO1 NG_029100
EXOC2 NG_047166
EXOC4 NG_047176
EXOC6B NG_050967
EXOC7 NG_030672
EXOC8 NG_051632
EXOSC3 NG_032780
EXOSC8 NG_042275
EXOSC9 NG_029848
EXPH5 NG_042852
EXT1 NG_007455
EXT2 NG_007560
EYA1 NG_011735
EYA2 NG_011673
EYA4 NG_011596
EYS NG_023443
EZH2 NG_032043
EZR NG_052952
F10 NG_009258
F11 NG_008051
F12 NG_007568
F13A1 NG_008107
F13B NG_012065
F2 NG_008953
F2R NG_032906
F2RL3 NG_032894
F3 NG_029366
F5 NG_011806
F7 NG_009262
F8 NG_011403
F9 NG_007994
FA2H NG_017070
FAAH NG_012195
FAAH2 NG_013232
FABP2 NG_011444
FABP3 NG_047049
FABP5 NG_028154
FABP6 NG_029500
FABP7 NG_050619
FADD NG_027966
FAH NG_012833
FAIM NG_029625
FAM109A NG_021347
FAM111A NG_042835
FAM111B NG_034129
FAM118B NG_017156
FAM120C NG_021316
FAM122B NG_016348
FAM122C NG_016383
FAM126A NG_008392
FAM129A NG_051588
FAM133A NG_016400
FAM136A NG_051290
FAM155B NG_021282
FAM160A2 NG_052832
FAM161A NG_028125
FAM175A NG_051599
FAM189A2 NG_052888
FAM205A NG_052658
FAM208B NG_021250
FAM20A NG_029809
FAM20C NG_033970
FAM219A NG_027971
FAM3A NG_016401
FAM45BP NG_021369
FAM46D NG_016384
FAM47A NG_021359
FAM47B NG_021372
FAM47C NG_021373
FAM50A NG_013233
FAM50B NG_045226
FAM58A NG_008393
FAM69A NG_033051
FAM71F2 NG_034049
FAM83C NG_053068
FAM83H NG_016652
FAM9A NG_016564
FAM9C NG_021290
FAN1 NG_032946
FANCA NG_011706
FANCB NG_007310
FANCC NG_011707
FANCD2 NG_007311
FANCD2OS NG_042053
FANCE NG_011708
FANCF NG_007425
FANCG NG_007312
FANCI NG_011736
FANCL NG_007418
FANCM NG_007417
FAP NG_027991
FAR1 NG_041826
FARS2 NG_033003
FAS NG_009089
FASLG NG_007269
FASTKD2 NG_008984
FASTKD3 NG_033101
FAT1 NG_046994
FAT2 NG_046979
FAT3 NG_052813
FAT4 NG_033865
FATE1 NG_016398
FAXC NG_051943
FBLN1 NG_023308
FBLN5 NG_008254
FBN1 NG_008805
FBN2 NG_008750
FBP1 NG_008174
FBXL22 NG_027784
FBXL4 NG_033903
FBXL5 NG_047143
FBXO11 NG_008397
FBXO17 NG_050566
FBXO18 NG_047206
FBXO31 NG_047196
FBXO33 NG_027725
FBXO38 NG_033871
FBXO41 NG_033973
FBXO7 NG_016001
FBXW11 NG_009275
FBXW4 NG_008091
FBXW7 NG_029466
FCER1G NG_029043
FCER2 NG_029554
FCGR1A NG_007578
FCGR1B NG_030319
FCGR2A NG_012066
FCGR2B NG_023318
FCGR2C NG_011982
FCGR3A NG_009066
FCGR3B NG_032926
FCN1 NG_046982
FCN2 NG_011649
FCN3 NG_016279
FCRL3 NG_023241
FCRL5 NG_027723
FDPS NG_045218
FDX1L NG_034259
FDXACB1 NG_029081
FECH NG_008175
FER NG_011445
FERMT1 NG_016213
FERMT3 NG_016360
FES NG_029671
FEV NG_023323
FEZF1 NG_041775
FFAR4 NG_032670
FGA NG_008832
FGB NG_008833
FGD1 NG_008054
FGD2 NG_051804
FGD4 NG_008626
FGF10 NG_011446
FGF12 NG_051966
FGF14 NG_008317
FGF16 NG_034050
FGF17 NG_033889
FGF18 NG_029158
FGF2 NG_029067
FGF20 NG_015978
FGF21 NG_033945
FGF23 NG_007087
FGF3 NG_009016
FGF5 NG_029501
FGF7 NG_029159
FGF8 NG_007151
FGF9 NG_016272
FGFR1 NG_007729
FGFR2 NG_012449
FGFR3 NG_012632
FGFR4 NG_012067
FGG NG_008834
FGGY NG_030039
FH NG_012338
FHIT NG_007551
FHL1 NG_015895
FHL2 NG_008844
FHOD1 NG_029672
FHOD3 NG_042837
FIBP NG_047103
FIG4 NG_007977
FIGLA NG_013044
FIGNL1 NG_051949
FILIP1 NG_051931
FIP1L1 NG_008644
FIZ1 NG_052830
FKBP10 NG_015860
FKBP14 NG_032173
FKBP5 NG_012645
FKBP6 NG_023242
FKRP NG_008898
FKTN NG_008754
FLAD1 NG_042310
FLCN NG_008001
FLG NG_016190
FLI1 NG_032912
FLII NG_023243
FLNA NG_011506
FLNB NG_012801
FLNC NG_011807
FLRT3 NG_033913
FLT1 NG_012003
FLT3 NG_007066
FLT4 NG_011536
FLVCR1 NG_028131
FLVCR2 NG_027694
FMN1 NG_042863
FMN2 NG_042054
FMO3 NG_012690
FMR1 NG_007529
FMR1NB NG_016349
FN1 NG_012196
FNBP1 NG_033946
FOLH1 NG_029170
FOLR1 NG_015863
FOLR3 NG_032935
FOS NG_029673
FOSB NG_029675
FOXA1 NG_033028
FOXC1 NG_009368
FOXC2 NG_012025
FOXD3 NG_012220
FOXD4 NG_032165
FOXE1 NG_011979
FOXE3 NG_016192
FOXF1 NG_016273
FOXF2 NG_046984
FOXG1 NG_009367
FOXH1 NG_030003
FOXI1 NG_012068
FOXJ1 NG_013345
FOXL1 NG_032995
FOXL2 NG_012454
FOXL2NB NG_029796
FOXM1 NG_029590
FOXN1 NG_007260
FOXO1 NG_023244
FOXO4 NG_016418
FOXP1 NG_028243
FOXP2 NG_007491
FOXP3 NG_007392
FOXR2 NG_021325
FOXRED1 NG_028029
FPGS NG_023245
FPR1 NG_023426
FRA10AC1 NG_016832
FRAS1 NG_015812
FREM1 NG_017005
FREM2 NG_008125
FREM3 NG_052820
FRG1 NG_008142
FRMD4A NG_047164
FRMD4B NG_034059
FRMD7 NG_012347
FRMPD4 NG_016419
FRRS1L NG_051235
FRZB NG_017197
FSCN1 NG_030004
FSCN2 NG_015964
FSHB NG_008144
FSHR NG_008146
FSIP2 NG_051365
FST NG_028911
FTCD NG_016191
FTH1 NG_008346
FTHL17 NG_015850
FTL NG_008152
FTO NG_012969
FTSJ1 NG_008879
FUBP1 NG_033243
FUCA1 NG_013346
FUCA2 NG_027676
FUNDC1 NG_021288
FUS NG_012889
FUT1 NG_007510
FUT2 NG_007511
FUT3 NG_007482
FUT6 NG_007505
FUT7 NG_007527
FUZ NG_032843
FXN NG_008845
FXR2 NG_028105
FXYD2 NG_011543
FXYD5 NG_047155
FXYD6 NG_013071
FYB NG_029596
FYCO1 NG_031955
FZD3 NG_029723
FZD4 NG_011752
FZD5 NG_050642
FZD6 NG_028909
FZD8 NG_029968
FZD9 NG_012028
G6PC NG_011808
G6PC2 NG_011682
G6PC3 NG_015818
G6PD NG_009015
GAA NG_009822
GAB2 NG_016171
GAB3 NG_012834
GABBR1 NG_029101
GABBR2 NG_016426
GABPB1 NG_029475
GABRA1 NG_011548
GABRA2 NG_012835
GABRA3 NG_007102
GABRA4 NG_011809
GABRA5 NG_032883
GABRB1 NG_051831
GABRB2 NG_047050
GABRB3 NG_012836
GABRD NG_008168
GABRE NG_012511
GABRG1 NG_046964
GABRG2 NG_009290
GABRG3 NG_032887
GABRP NG_052803
GABRQ NG_015965
GABRR2 NG_033977
GAD1 NG_021477
GAL NG_052785
GAL3ST2 NG_046977
GALC NG_011853
GALE NG_007068
GALK1 NG_008079
GALNS NG_008667
GALNT12 NG_028218
GALNT14 NG_051040
GALNT2 NG_011854
GALNT3 NG_012069
GALNT4 NG_050753
GALP NG_029931
GALR1 NG_009223
GALT NG_009029
GAMT NG_009785
GAN NG_009007
GANAB NG_053018
GAPDH NG_007073
GAPDHS NG_046898
GAREM1 NG_030329
GARS NG_007942
GART NG_029160
GAS1 NG_032760
GAS2L1 NG_032959
GAS2L2 NG_029638
GAS6 NG_029703
GAS7 NG_029502
GAS8 NG_046598
GATA1 NG_008846
GATA2 NG_029334
GATA3 NG_015859
GATA4 NG_008177
GATA5 NG_046963
GATA6 NG_032677
GATAD1 NG_032807
GATAD2B NG_050988
GATM NG_011674
GBA NG_009783
GBA2 NG_033899
GBE1 NG_011810
GBGT1 NG_033868
GBP2 NG_046995
GBP5 NG_052816
GC NG_012837
GCDH NG_009292
GCGR NG_016409
GCH1 NG_008647
GCK NG_008847
GCKR NG_028024
GCLC NG_012071
GCLM NG_012072
GCM2 NG_008970
GCNT2 NG_007469
GCSH NG_016427
GDA NG_030562
GDAP1 NG_008787
GDF1 NG_012070
GDF10 NG_046893
GDF2 NG_033916
GDF3 NG_028167
GDF5 NG_008076
GDF6 NG_008981
GDF9 NG_047051
GDI1 NG_008954
GDNF NG_011675
GDPD2 NG_016413
GEMIN2 NG_016643
GEMIN4 NG_046938
GEMIN5 NG_052854
GEMIN8 NG_021285
GEN1 NG_051292
GFAP NG_008401
GFER NG_016288
GFI1 NG_007874
GFI1B NG_034227
GFM1 NG_008441
GFM2 NG_011531
GFPT1 NG_029542
GFRA1 NG_050620
GFRA2 NG_029215
GFRA3 NG_046894
GGCX NG_011811
GGH NG_028126
GGT1 NG_008111
GH1 NG_011676
GHR NG_011688
GHRHR NG_021416
GHRL NG_011560
GHRLOS NG_033090
GHSR NG_021159
GIF NG_008120
GIGYF2 NG_011847
GIPC3 NG_031943
GIT2 NG_029885
GJA1 NG_008308
GJA3 NG_016399
GJA5 NG_009369
GJA8 NG_016242
GJB1 NG_008357
GJB2 NG_008358
GJB3 NG_008309
GJB4 NG_016243
GJB6 NG_008323
GJC2 NG_011838
GJC3 NG_016852
GK NG_008178
GLA NG_007119
GLB1 NG_009005
GLCCI1 NG_032073
GLDC NG_016397
GLE1 NG_012073
GLI1 NG_029564
GLI2 NG_009030
GLI3 NG_008434
GLIS2 NG_016391
GLIS3 NG_011782
GLMN NG_009796
GLO1 NG_012074
GLOD5 NG_021291
GLRA1 NG_011764
GLRA2 NG_016459
GLRA4 NG_021199
GLRB NG_015823
GLRX NG_029797
GLRX2 NG_029745
GLRX3 NG_029886
GLRX5 NG_021217
GLUD1 NG_013010
GLUD2 NG_016456
GLUL NG_013347
GLYCTK NG_023246
GM2A NG_009059
GMEB1 NG_028983
GMNN NG_030440
GMPPA NG_033833
GMPPB NG_033731
GMPR NG_013303
GMPS NG_023247
GNA11 NG_033852
GNAI2 NG_016002
GNAI3 NG_032795
GNAL NG_033866
GNAO1 NG_042800
GNAQ NG_027904
GNAS NG_016194
GNAS-AS1 NG_021433
GNAT1 NG_009831
GNAT2 NG_009099
GNB1 NG_047052
GNB3 NG_009100
GNB4 NG_033163
GNB5 NG_052868
GNE NG_008246
GNGT1 NG_051196
GNGT2 NG_009841
GNL3 NG_027871
GNL3L NG_021314
GNMT NG_008396
GNPAT NG_008240
GNPTAB NG_021243
GNPTG NG_016985
GNRH1 NG_016457
GNRHR NG_009293
GNS NG_008955
GOLGA2P2Y NG_017010
GOLGA3 NG_029887
GOLGA4 NG_047053
GOLGA5 NG_023248
GORAB NG_012237
GOSR2 NG_031806
GOT1 NG_032044
GP1BA NG_008767
GP1BB NG_007974
GP6 NG_031963
GP9 NG_008715
GPATCH2 NG_053034
GPATCH8 NG_041943
GPBP1 NG_029503
GPC3 NG_009286
GPC4 NG_012498
GPC5 NG_009370
GPC6 NG_011880
GPD1 NG_032168
GPD1L NG_023375
GPD2 NG_016606
GPHN NG_008875
GPI NG_012838
GPIHBP1 NG_034256
GPKOW NG_021310
GPLD1 NG_029888
GPM6B NG_011988
GPR1-AS NG_051613
GPR101 NG_016367
GPR119 NG_016404
GPR143 NG_009074
GPR153 NG_053044
GPR161 NG_053052
GPR173 NG_015966
GPR174 NG_016565
GPR179 NG_032655
GPR26 NG_051571
GPR39 NG_050928
GPR50 NG_016405
GPR55 NG_050956
GPR61 NG_032758
GPR68 NG_052988
GPR82 NG_016566
GPRASP1 NG_021332
GPRASP2 NG_021322
GPSM1 NG_028088
GPSM2 NG_028108
GPT NG_015828
GPT2 NG_042110
GPX1 NG_012264
GPX4 NG_050621
GPX5 NG_047054
GRASP NG_050572
